IDINDEX,LATITUDE,LONGITUDE,MASL,SECONDS,STEPLENGTH,DATETIME,TrailRank
2813130,-14.75946,-72.958605,4630.077,2,1.184648,2007/07/28 18:41:05+00,
2813131,-14.75946,-72.958616,4630.008,2,1.615366,2007/07/28 18:41:07+00,
2813132,-14.75946,-72.958631,4629.938,2,1.72297,2007/07/28 18:41:09+00,
2813133,-14.75946,-72.958647,4629.877,2,1.830776,2007/07/28 18:41:11+00,
2813134,-14.75946,-72.958664,4629.852,2,2.047852,2007/07/28 18:41:13+00,
2813135,-14.75945,-72.95868,4629.865,2,1.399958,2007/07/28 18:41:15+00,
2813136,-14.75945,-72.958693,4629.903,2,1.615365,2007/07/28 18:41:17+00,
2813137,-14.75945,-72.958708,4630.017,2,1.870241,2007/07/28 18:41:19+00,
2813138,-14.75944,-72.958722,4630.177,2,1.615365,2007/07/28 18:41:21+00,
2813139,-14.75944,-72.958737,4630.377,2,2.047905,2007/07/28 18:41:23+00,
2813140,-14.75945,-72.958753,4630.655,2,1.723071,2007/07/28 18:41:25+00,
2813141,-14.75945,-72.958769,4631.015,2,2.261492,2007/07/28 18:41:27+00,
2813142,-14.75945,-72.95879,4632.515,2,1.784622,2007/07/28 18:41:29+00,
2813143,-14.75944,-72.958803,4633.564,2,1.399957,2007/07/28 18:41:31+00,
2813144,-14.75944,-72.958816,4633.735,2,1.544153,2007/07/28 18:41:33+00,
2813145,-14.75943,-72.958826,4633.926,2,1.830775,2007/07/28 18:41:35+00,
2813146,-14.75943,-72.958843,4634.188,2,1.076844,2007/07/28 18:41:37+00,
2813147,-14.75943,-72.958853,4635.379,2,2.369197,2007/07/28 18:41:39+00,
2813148,-14.75943,-72.958875,4635.948,2,3.825096,2007/07/28 18:41:41+00,
2813149,-14.75944,-72.958909,4637.37,2,2.69231,2007/07/28 18:41:43+00,
2813150,-14.75944,-72.958934,4638.686,2,1.723071,2007/07/28 18:41:45+00,
2813151,-14.75944,-72.95895,4639.736,2,2.232129,2007/07/28 18:41:47+00,
2813152,-14.75945,-72.958968,4640.561,2,2.71283,2007/07/28 18:41:49+00,
2813153,-14.75946,-72.958991,4641.819,2,2.046184,2007/07/28 18:41:51+00,
2813154,-14.75946,-72.95901,4642.962,2,1.106745,2007/07/28 18:41:53+00,
2813155,-14.75947,-72.95901,4644.952,2,0.969239,2007/07/28 18:41:55+00,
2813156,-14.75947,-72.959019,4645.508,2,1.281459,2007/07/28 18:41:57+00,
2813157,-14.75948,-72.959025,4646.123,2,0.646126,2007/07/28 18:41:59+00,
2813158,-14.75948,-72.959031,4646.668,2,0.538422,2007/07/28 18:42:01+00,
2813159,-14.75948,-72.959036,4647.166,2,0.538422,2007/07/28 18:42:03+00,
2813160,-14.75948,-72.959041,4647.518,2,0.538522,2007/07/28 18:42:05+00,
2813161,-14.75948,-72.959046,4647.828,2,0.538422,2007/07/28 18:42:07+00,
2813162,-14.75948,-72.959051,4648.041,2,1.399957,2007/07/28 18:42:09+00,
2813163,-14.75948,-72.959064,4648.229,2,1.076944,2007/07/28 18:42:11+00,
2813164,-14.75948,-72.959074,4648.428,2,1.544195,2007/07/28 18:42:13+00,
2813165,-14.75949,-72.959084,4648.661,2,0.861535,2007/07/28 18:42:15+00,
2813166,-14.75949,-72.959092,4648.875,2,1.507662,2007/07/28 18:42:17+00,
2813167,-14.75949,-72.959106,4649.095,2,2.04782,2007/07/28 18:42:19+00,
2813168,-14.7595,-72.959122,4649.327,2,2.614963,2007/07/28 18:42:21+00,
2813169,-14.75951,-72.959144,4650.439,2,2.910848,2007/07/28 18:42:23+00,
2813170,-14.75952,-72.959169,4651.289,2,1.784577,2007/07/28 18:42:25+00,
2813171,-14.75953,-72.959182,4652.184,2,1.701408,2007/07/28 18:42:27+00,
2813172,-14.75954,-72.959194,4652.683,2,1.784559,2007/07/28 18:42:29+00,
2813173,-14.75955,-72.959207,4653.225,2,2.047905,2007/07/28 18:42:31+00,
2813174,-14.75956,-72.959223,4653.814,2,2.421397,2007/07/28 18:42:33+00,
2813175,-14.75957,-72.959243,4654.667,2,3.402817,2007/07/28 18:42:35+00,
2813176,-14.75959,-72.959267,4655.786,2,1.958076,2007/07/28 18:42:37+00,
2813177,-14.7596,-72.959282,4656.755,2,2.421531,2007/07/28 18:42:39+00,
2813178,-14.75961,-72.959302,4657.557,2,1.621131,2007/07/28 18:42:41+00,
2813179,-14.75962,-72.959313,4658.161,2,1.471053,2007/07/28 18:42:43+00,
2813180,-14.75963,-72.959322,4658.839,2,1.701408,2007/07/28 18:42:45+00,
2813181,-14.75964,-72.959334,4659.617,2,1.784638,2007/07/28 18:42:47+00,
2813182,-14.75965,-72.959347,4660.413,2,2.04782,2007/07/28 18:42:49+00,
2813183,-14.75966,-72.959363,4661.201,2,2.139223,2007/07/28 18:42:51+00,
2813184,-14.75967,-72.95938,4661.68,2,2.614963,2007/07/28 18:42:53+00,
2813185,-14.75968,-72.959402,4662.417,2,1.958076,2007/07/28 18:42:55+00,
2813186,-14.75969,-72.959417,4663.417,2,1.784577,2007/07/28 18:42:57+00,
2813187,-14.7597,-72.95943,4664.513,2,1.292252,2007/07/28 18:42:59+00,
2813188,-14.7597,-72.959442,4665.505,2,1.870252,2007/07/28 18:43:01+00,
2813189,-14.75971,-72.959456,4666.466,2,1.701408,2007/07/28 18:43:03+00,
2813190,-14.75972,-72.959468,4667.44,2,1.184548,2007/07/28 18:43:05+00,
2813191,-14.75972,-72.959479,4668.198,2,1.870252,2007/07/28 18:43:07+00,
2813192,-14.75973,-72.959493,4668.991,2,1.701408,2007/07/28 18:43:09+00,
2813193,-14.75974,-72.959505,4669.785,2,1.471127,2007/07/28 18:43:11+00,
2813194,-14.75975,-72.959514,4670.736,2,1.471053,2007/07/28 18:43:13+00,
2813195,-14.75976,-72.959523,4671.69,2,1.402452,2007/07/28 18:43:15+00,
2813196,-14.75977,-72.959531,4672.44,2,1.471194,2007/07/28 18:43:17+00,
2813197,-14.75978,-72.95954,4673.185,2,1.784498,2007/07/28 18:43:19+00,
2813198,-14.75979,-72.959553,4673.861,2,1.958159,2007/07/28 18:43:21+00,
2813199,-14.7598,-72.959568,4674.515,2,0.753831,2007/07/28 18:43:23+00,
2813200,-14.7598,-72.959575,4675.692,2,1.230733,2007/07/28 18:43:25+00,
2813201,-14.75981,-72.95958,4676.753,2,1.402514,2007/07/28 18:43:27+00,
2813202,-14.75982,-72.959588,4677.708,2,1.621131,2007/07/28 18:43:29+00,
2813203,-14.75983,-72.959599,4678.633,2,1.544124,2007/07/28 18:43:31+00,
2813204,-14.75984,-72.959609,4679.36,2,1.544195,2007/07/28 18:43:33+00,
2813205,-14.75985,-72.959619,4680.09,2,1.339011,2007/07/28 18:43:35+00,
2813206,-14.75986,-72.959626,4680.762,2,1.621131,2007/07/28 18:43:37+00,
2813207,-14.75987,-72.959637,4681.375,2,3.014281,2007/07/28 18:43:39+00,
2813208,-14.75989,-72.959656,4681.468,2,1.292252,2007/07/28 18:43:41+00,
2813209,-14.75989,-72.959668,4681.975,2,1.292253,2007/07/28 18:43:43+00,
2813210,-14.75989,-72.95968,4682.589,2,1.621131,2007/07/28 18:43:45+00,
2813211,-14.7599,-72.959691,4683.208,2,1.292352,2007/07/28 18:43:47+00,
2813212,-14.7599,-72.959703,4683.824,2,1.701332,2007/07/28 18:43:49+00,
2813213,-14.75991,-72.959715,4684.443,2,0.538522,2007/07/28 18:43:51+00,
2813214,-14.75991,-72.95972,4685.05,2,0.215309,2007/07/28 18:43:53+00,
2813215,-14.75991,-72.959722,4685.496,2,1.402593,2007/07/28 18:43:55+00,
2813216,-14.75992,-72.95973,4685.836,2,0.753831,2007/07/28 18:43:57+00,
2813217,-14.75992,-72.959737,4686.193,2,1.402452,2007/07/28 18:43:59+00,
2813218,-14.75993,-72.959745,4686.554,2,1.402593,2007/07/28 18:44:01+00,
2813219,-14.75994,-72.959753,4686.924,2,1.620989,2007/07/28 18:44:03+00,
2813220,-14.75995,-72.959764,4687.298,2,1.621131,2007/07/28 18:44:05+00,
2813221,-14.75996,-72.959775,4687.661,2,1.339068,2007/07/28 18:44:07+00,
2813222,-14.75997,-72.959782,4688.026,2,1.076944,2007/07/28 18:44:09+00,
2813223,-14.75997,-72.959792,4688.392,2,1.621057,2007/07/28 18:44:11+00,
2813224,-14.75998,-72.959803,4688.704,2,1.281545,2007/07/28 18:44:13+00,
2813225,-14.75999,-72.959809,4689.081,2,0.861535,2007/07/28 18:44:15+00,
2813226,-14.75999,-72.959817,4689.374,2,1.544124,2007/07/28 18:44:17+00,
2813227,-14.76,-72.959827,4689.667,2,1.544195,2007/07/28 18:44:19+00,
2813228,-14.76001,-72.959837,4689.963,2,1.544195,2007/07/28 18:44:21+00,
2813229,-14.76002,-72.959847,4690.755,2,1.339068,2007/07/28 18:44:23+00,
2813230,-14.76003,-72.959854,4690.6,2,2.510391,2007/07/28 18:44:25+00,
2813231,-14.76005,-72.959865,4690.431,2,1.544195,2007/07/28 18:44:27+00,
2813232,-14.76006,-72.959875,4691.051,2,1.544124,2007/07/28 18:44:29+00,
2813233,-14.76007,-72.959885,4691.659,2,1.402452,2007/07/28 18:44:31+00,
2813234,-14.76008,-72.959893,4692.245,2,1.402514,2007/07/28 18:44:33+00,
2813235,-14.76009,-72.959901,4692.821,2,1.402531,2007/07/28 18:44:35+00,
2813236,-14.7601,-72.959909,4693.375,2,1.544124,2007/07/28 18:44:37+00,
2813237,-14.76011,-72.959919,4693.905,2,1.621131,2007/07/28 18:44:39+00,
2813238,-14.76012,-72.95993,4694.411,2,1.18754,2007/07/28 18:44:41+00,
2813239,-14.76013,-72.959934,4694.916,2,1.230778,2007/07/28 18:44:43+00,
2813240,-14.76014,-72.959939,4695.43,2,2.338154,2007/07/28 18:44:45+00,
2813241,-14.76016,-72.959946,4695.917,2,1.339068,2007/07/28 18:44:47+00,
2813242,-14.76017,-72.959953,4696.434,2,1.402452,2007/07/28 18:44:49+00,
2813243,-14.76018,-72.959961,4696.947,2,1.701408,2007/07/28 18:44:51+00,
2813244,-14.76019,-72.959973,4697.436,2,1.621131,2007/07/28 18:44:53+00,
2813245,-14.7602,-72.959984,4697.907,2,2.326264,2007/07/28 18:44:55+00,
2813246,-14.76021,-72.960003,4698.25,2,2.04782,2007/07/28 18:44:57+00,
2813247,-14.76022,-72.960019,4698.724,2,2.37508,2007/07/28 18:44:59+00,
2813248,-14.76024,-72.960027,4699,2,2.618976,2007/07/28 18:45:01+00,
2813249,-14.76026,-72.96004,4698.013,2,2.910848,2007/07/28 18:45:03+00,
2813250,-14.76027,-72.960065,4698.013,2,2.139223,2007/07/28 18:45:05+00,
2813251,-14.76028,-72.960082,4698.105,2,1.870229,2007/07/28 18:45:07+00,
2813252,-14.76029,-72.960096,4697.161,2,1.621131,2007/07/28 18:45:09+00,
2813253,-14.7603,-72.960107,4697.514,2,1.281545,2007/07/28 18:45:11+00,
2813254,-14.76031,-72.960113,4697.853,2,1.339011,2007/07/28 18:45:13+00,
2813255,-14.76032,-72.96012,4698.209,2,1.402452,2007/07/28 18:45:15+00,
2813256,-14.76033,-72.960128,4698.547,2,2.236786,2007/07/28 18:45:17+00,
2813257,-14.76035,-72.960131,4698.875,2,0.215408,2007/07/28 18:45:19+00,
2813258,-14.76035,-72.960133,4699.208,2,0.646126,2007/07/28 18:45:21+00,
2813259,-14.76035,-72.960139,4699.473,2,0.323013,2007/07/28 18:45:23+00,
2813260,-14.76035,-72.960142,4699.686,2,1.339068,2007/07/28 18:45:25+00,
2813261,-14.76036,-72.960149,4699.836,2,1.338928,2007/07/28 18:45:27+00,
2813262,-14.76037,-72.960156,4699.966,2,1.402593,2007/07/28 18:45:29+00,
2813263,-14.76038,-72.960164,4700.109,2,1.339011,2007/07/28 18:45:31+00,
2813264,-14.76039,-72.960171,4700.239,2,1.281459,2007/07/28 18:45:33+00,
2813265,-14.7604,-72.960177,4700.363,2,1.402531,2007/07/28 18:45:35+00,
2813266,-14.76041,-72.960185,4700.499,2,1.338928,2007/07/28 18:45:37+00,
2813267,-14.76042,-72.960192,4700.641,2,1.281545,2007/07/28 18:45:39+00,
2813268,-14.76043,-72.960198,4700.77,2,1.402452,2007/07/28 18:45:41+00,
2813269,-14.76044,-72.960206,4700.877,2,1.281545,2007/07/28 18:45:43+00,
2813270,-14.76045,-72.960212,4700.973,2,1.339011,2007/07/28 18:45:45+00,
2813271,-14.76046,-72.960219,4701.076,2,2.30574,2007/07/28 18:45:47+00,
2813272,-14.76048,-72.960225,4701.171,2,1.281545,2007/07/28 18:45:49+00,
2813273,-14.76049,-72.960231,4701.262,2,1.339011,2007/07/28 18:45:51+00,
2813274,-14.7605,-72.960238,4701.349,2,2.37508,2007/07/28 18:45:53+00,
2813275,-14.76052,-72.960246,4701.433,2,1.544195,2007/07/28 18:45:55+00,
2813276,-14.76053,-72.960256,4701.492,2,3.164429,2007/07/28 18:45:57+00,
2813277,-14.76055,-72.960277,4700.453,2,2.677996,2007/07/28 18:45:59+00,
2813278,-14.76057,-72.960291,4699.349,2,1.958076,2007/07/28 18:46:01+00,
2813279,-14.76058,-72.960306,4698.531,2,2.618976,2007/07/28 18:46:03+00,
2813280,-14.7606,-72.960319,4697.002,2,1.870171,2007/07/28 18:46:05+00,2
2813281,-14.76061,-72.960333,4696.747,2,1.402593,2007/07/28 18:46:07+00,2
2813282,-14.76062,-72.960341,4696.593,2,2.375043,2007/07/28 18:46:09+00,2
2813283,-14.76064,-72.960349,4696.398,2,1.230778,2007/07/28 18:46:11+00,2
2813284,-14.76065,-72.960354,4696.198,2,2.236786,2007/07/28 18:46:13+00,2
2813285,-14.76067,-72.960357,4695.466,2,3.562676,2007/07/28 18:46:15+00,2
2813286,-14.7607,-72.960369,4694.597,2,3.525001,2007/07/28 18:46:17+00,2
2813287,-14.76073,-72.96038,4693.968,2,1.184548,2007/07/28 18:46:19+00,2
2813288,-14.76073,-72.960391,4693.702,2,1.471053,2007/07/28 18:46:21+00,2
2813289,-14.76074,-72.9604,4692.686,2,1.544195,2007/07/28 18:46:23+00,2
2813290,-14.76075,-72.96041,4692.368,2,0.969239,2007/07/28 18:46:25+00,2
2813291,-14.76075,-72.960419,4692.048,2,1.471127,2007/07/28 18:46:27+00,2
2813292,-14.76076,-72.960428,4691.775,2,2.562954,2007/07/28 18:46:29+00,2
2813293,-14.76078,-72.96044,4691.479,2,2.223792,2007/07/28 18:46:31+00,2
2813294,-14.7608,-72.960438,4690.734,2,1.471194,2007/07/28 18:46:33+00,2
2813295,-14.76081,-72.960447,4690.034,2,2.678022,2007/07/28 18:46:35+00,2
2813296,-14.76083,-72.960461,4690.521,2,1.339068,2007/07/28 18:46:37+00,2
2813297,-14.76084,-72.960468,4690.076,2,1.544124,2007/07/28 18:46:39+00,2
2813298,-14.76085,-72.960478,4690.062,2,2.416265,2007/07/28 18:46:41+00,2
2813299,-14.76087,-72.960487,4690.051,2,1.402514,2007/07/28 18:46:43+00,2
2813300,-14.76088,-72.960495,4690.041,2,1.544195,2007/07/28 18:46:45+00,2
2813301,-14.76089,-72.960505,4690.024,2,1.471053,2007/07/28 18:46:47+00,2
2813302,-14.7609,-72.960514,4690.095,2,1.230733,2007/07/28 18:46:49+00,2
2813303,-14.76091,-72.960519,4690.165,2,1.471119,2007/07/28 18:46:51+00,2
2813304,-14.76092,-72.960528,4690.253,2,1.958076,2007/07/28 18:46:53+00,2
2813305,-14.76093,-72.960543,4690.334,2,1.870229,2007/07/28 18:46:55+00,2
2813306,-14.76094,-72.960557,4690.427,2,1.784577,2007/07/28 18:46:57+00,2
2813307,-14.76095,-72.96057,4690.533,2,0.969139,2007/07/28 18:46:59+00,2
2813308,-14.76095,-72.960579,4690.644,2,1.076944,2007/07/28 18:47:01+00,2
2813309,-14.76095,-72.960589,4690.744,2,1.544195,2007/07/28 18:47:03+00,2
2813310,-14.76096,-72.960599,4690.835,2,1.076944,2007/07/28 18:47:05+00,2
2813311,-14.76096,-72.960609,4690.925,2,0.75383,2007/07/28 18:47:07+00,2
2813312,-14.76096,-72.960616,4691.031,2,0.646126,2007/07/28 18:47:09+00,2
2813313,-14.76096,-72.960622,4691.121,2,0.75383,2007/07/28 18:47:11+00,2
2813314,-14.76096,-72.960629,4691.227,2,0.646126,2007/07/28 18:47:13+00,2
2813315,-14.76096,-72.960635,4691.342,2,0.861535,2007/07/28 18:47:15+00,2
2813316,-14.76096,-72.960643,4691.457,2,0.861535,2007/07/28 18:47:17+00,2
2813317,-14.76096,-72.960651,4691.566,2,0.969139,2007/07/28 18:47:19+00,2
2813318,-14.76096,-72.96066,4691.699,2,0.969239,2007/07/28 18:47:21+00,2
2813319,-14.76096,-72.960669,4691.837,2,1.402452,2007/07/28 18:47:23+00,2
2813320,-14.76097,-72.960677,4691.982,2,1.184648,2007/07/28 18:47:25+00,2
2813321,-14.76097,-72.960688,4692.131,2,1.184549,2007/07/28 18:47:27+00,2
2813322,-14.76097,-72.960699,4692.287,2,1.544195,2007/07/28 18:47:29+00,2
2813323,-14.76098,-72.960709,4692.443,2,1.507662,2007/07/28 18:47:31+00,2
2813324,-14.76098,-72.960723,4692.603,2,1.184648,2007/07/28 18:47:33+00,2
2813325,-14.76098,-72.960734,4692.775,2,0.538422,2007/07/28 18:47:35+00,2
2813326,-14.76098,-72.960739,4692.945,2,0.323013,2007/07/28 18:47:37+00,2
2813327,-14.76098,-72.960742,4693.055,2,0.430817,2007/07/28 18:47:39+00,2
2813328,-14.76098,-72.960746,4693.144,2,0.969239,2007/07/28 18:47:41+00,2
2813329,-14.76098,-72.960755,4693.223,2,0.861435,2007/07/28 18:47:43+00,2
2813330,-14.76098,-72.960763,4693.308,2,1.187633,2007/07/28 18:47:45+00,2
2813331,-14.76099,-72.960767,4693.397,2,0.538422,2007/07/28 18:47:47+00,2
2813332,-14.76099,-72.960772,4693.465,2,0.430817,2007/07/28 18:47:49+00,2
2813333,-14.76099,-72.960776,4693.515,2,0.538422,2007/07/28 18:47:51+00,2
2813334,-14.76099,-72.960781,4693.554,2,0.753831,2007/07/28 18:47:53+00,2
2813335,-14.76099,-72.960788,4693.589,2,0.75383,2007/07/28 18:47:55+00,2
2813336,-14.76099,-72.960795,4693.632,2,1.399957,2007/07/28 18:47:57+00,2
2813337,-14.76099,-72.960808,4693.663,2,1.72307,2007/07/28 18:47:59+00,2
2813338,-14.76099,-72.960824,4693.705,2,1.507662,2007/07/28 18:48:01+00,2
2813339,-14.76099,-72.960838,4693.754,2,1.544195,2007/07/28 18:48:03+00,2
2813340,-14.761,-72.960848,4693.818,2,1.292253,2007/07/28 18:48:05+00,2
2813341,-14.761,-72.96086,4693.884,2,1.471127,2007/07/28 18:48:07+00,2
2813342,-14.76101,-72.960869,4693.948,2,1.076944,2007/07/28 18:48:09+00,2
2813343,-14.76101,-72.960879,4694.013,2,0.969239,2007/07/28 18:48:11+00,2
2813344,-14.76101,-72.960888,4694.094,2,0.430717,2007/07/28 18:48:13+00,2
2813345,-14.76101,-72.960892,4694.192,2,0.107704,2007/07/28 18:48:15+00,2
2813346,-14.76101,-72.960893,4694.267,2,0.215409,2007/07/28 18:48:17+00,2
2813347,-14.76101,-72.960891,4694.321,2,0.107704,2007/07/28 18:48:19+00,2
2813348,-14.76101,-72.96089,4694.368,2,0.107603,2007/07/28 18:48:21+00,2
2813349,-14.76101,-72.960889,4694.405,2,0.107603,2007/07/28 18:48:23+00,2
2813350,-14.76101,-72.96089,4694.417,2,0.323113,2007/07/28 18:48:25+00,2
2813351,-14.76101,-72.960893,4694.43,2,0,2007/07/28 18:48:27+00,2
2813352,-14.76101,-72.960893,4694.453,2,0.430717,2007/07/28 18:48:29+00,2
2813353,-14.76101,-72.960897,4694.452,2,1.701408,2007/07/28 18:48:31+00,2
2813354,-14.76102,-72.960909,4694.484,2,1.701361,2007/07/28 18:48:33+00,2
2813355,-14.76101,-72.960921,4694.511,2,1.184549,2007/07/28 18:48:35+00,2
2813356,-14.76101,-72.960932,4694.524,2,1.544222,2007/07/28 18:48:37+00,2
2813357,-14.761,-72.960942,4694.542,2,1.292252,2007/07/28 18:48:39+00,2
2813358,-14.761,-72.960954,4694.574,2,1.958055,2007/07/28 18:48:41+00,2
2813359,-14.76099,-72.960969,4694.653,2,2.047852,2007/07/28 18:48:43+00,2
2813360,-14.76098,-72.960985,4694.74,2,1.870181,2007/07/28 18:48:45+00,2
2813361,-14.76097,-72.960999,4694.835,2,1.292353,2007/07/28 18:48:47+00,2
2813362,-14.76097,-72.961011,4694.929,2,1.47105,2007/07/28 18:48:49+00,2
2813363,-14.76096,-72.96102,4695.017,2,0.430717,2007/07/28 18:48:51+00,2
2813364,-14.76096,-72.961024,4695.061,2,0.323113,2007/07/28 18:48:53+00,2
2813365,-14.76096,-72.961027,4695.088,2,0.538422,2007/07/28 18:48:55+00,2
2813366,-14.76096,-72.961032,4695.112,2,0.323113,2007/07/28 18:48:57+00,2
2813367,-14.76096,-72.961035,4695.136,2,0.430718,2007/07/28 18:48:59+00,2
2813368,-14.76096,-72.961039,4695.163,2,0.430817,2007/07/28 18:49:01+00,2
2813369,-14.76096,-72.961043,4695.196,2,0.107603,2007/07/28 18:49:03+00,2
2813370,-14.76096,-72.961044,4695.235,2,0,2007/07/28 18:49:05+00,2
2813371,-14.76096,-72.961044,4695.298,2,0.430817,2007/07/28 18:49:07+00,2
2813372,-14.76096,-72.961048,4695.357,2,0.969239,2007/07/28 18:49:09+00,2
2813373,-14.76096,-72.961057,4695.405,2,1.544153,2007/07/28 18:49:11+00,2
2813374,-14.76095,-72.961067,4695.437,2,1.076844,2007/07/28 18:49:13+00,2
2813375,-14.76095,-72.961077,4695.5,2,1.62112,2007/07/28 18:49:15+00,2
2813376,-14.76094,-72.961088,4695.566,2,1.471115,2007/07/28 18:49:17+00,2
2813377,-14.76093,-72.961097,4695.655,2,1.62112,2007/07/28 18:49:19+00,2
2813378,-14.76092,-72.961108,4695.757,2,2.584505,2007/07/28 18:49:21+00,2
2813379,-14.76092,-72.961132,4695.588,2,2.153789,2007/07/28 18:49:23+00,2
2813380,-14.76092,-72.961152,4695.851,2,2.69231,2007/07/28 18:49:25+00,2
2813381,-14.76092,-72.961177,4696.562,2,2.517768,2007/07/28 18:49:27+00,2
2813382,-14.76091,-72.961198,4696.821,2,1.292253,2007/07/28 18:49:29+00,2
2813383,-14.76091,-72.96121,4696.9,2,1.544153,2007/07/28 18:49:31+00,2
2813384,-14.7609,-72.96122,4696.986,2,0.323113,2007/07/28 18:49:33+00,2
2813385,-14.7609,-72.961223,4697.066,2,1.281464,2007/07/28 18:49:35+00,2
2813386,-14.76089,-72.961229,4697.154,2,1.544222,2007/07/28 18:49:37+00,2
2813387,-14.76088,-72.961239,4697.256,2,0.323013,2007/07/28 18:49:39+00,2
2813388,-14.76088,-72.961242,4697.366,2,2.305733,2007/07/28 18:49:41+00,2
2813389,-14.76086,-72.961248,4697.49,2,1.339019,2007/07/28 18:49:43+00,2
2813390,-14.76085,-72.961255,4697.621,2,1.339074,2007/07/28 18:49:45+00,2
2813391,-14.76084,-72.961262,4697.763,2,1.402415,2007/07/28 18:49:47+00,2
2813392,-14.76083,-72.96127,4697.899,2,1.281514,2007/07/28 18:49:49+00,2
2813393,-14.76082,-72.961276,4698.037,2,1.402555,2007/07/28 18:49:51+00,2
2813394,-14.76081,-72.961284,4698.175,2,1.62112,2007/07/28 18:49:53+00,2
2813395,-14.7608,-72.961295,4698.317,2,1.621051,2007/07/28 18:49:55+00,2
2813396,-14.76079,-72.961306,4698.306,2,1.870181,2007/07/28 18:49:57+00,2
2813397,-14.76078,-72.96132,4698.189,2,3.088376,2007/07/28 18:49:59+00,2
2813398,-14.76076,-72.96134,4698.59,2,2.712835,2007/07/28 18:50:01+00,2
2813399,-14.76075,-72.961363,4699.372,2,2.216032,2007/07/28 18:50:03+00,2
2813400,-14.76073,-72.961364,4699.534,2,2.305733,2007/07/28 18:50:05+00,2
2813401,-14.76071,-72.96137,4699.933,2,1.184549,2007/07/28 18:50:07+00,2
2813402,-14.76071,-72.961381,4700.202,2,1.701361,2007/07/28 18:50:09+00,2
2813403,-14.7607,-72.961393,4700.427,2,1.399957,2007/07/28 18:50:11+00,2
2813404,-14.7607,-72.961406,4700.659,2,1.958137,2007/07/28 18:50:13+00,2
2813405,-14.76069,-72.961421,4700.887,2,1.958055,2007/07/28 18:50:15+00,2
2813406,-14.76068,-72.961436,4701.491,2,2.326235,2007/07/28 18:50:17+00,2
2813407,-14.76067,-72.961455,4702.178,2,2.326235,2007/07/28 18:50:19+00,2
2813408,-14.76066,-72.961474,4702.933,2,1.95808,2007/07/28 18:50:21+00,2
2813409,-14.76065,-72.961489,4703.212,2,3.916192,2007/07/28 18:50:23+00,2
2813410,-14.76063,-72.961519,4703.904,2,3.164378,2007/07/28 18:50:25+00,2
2813411,-14.76061,-72.96154,4704.46,2,2.139196,2007/07/28 18:50:27+00,2
2813412,-14.7606,-72.961557,4704.661,2,2.047907,2007/07/28 18:50:29+00,2
2813413,-14.76059,-72.961573,4704.675,2,2.584505,2007/07/28 18:50:31+00,2
2813414,-14.76059,-72.961597,4704.341,2,2.153789,2007/07/28 18:50:33+00,2
2813415,-14.76059,-72.961617,4704.688,2,2.232076,2007/07/28 18:50:35+00,2
2813416,-14.76058,-72.961635,4704.631,2,1.615365,2007/07/28 18:50:37+00,2
2813417,-14.76058,-72.96165,4703.998,2,1.399957,2007/07/28 18:50:39+00,2
2813418,-14.76058,-72.961663,4704.01,2,1.507662,2007/07/28 18:50:41+00,2
2813419,-14.76058,-72.961677,4704.05,2,1.400057,2007/07/28 18:50:43+00,2
2813420,-14.76058,-72.96169,4704.08,2,1.870229,2007/07/28 18:50:45+00,2
2813421,-14.76059,-72.961704,4704.1,2,1.184548,2007/07/28 18:50:47+00,2
2813422,-14.76059,-72.961715,4704.132,2,1.076944,2007/07/28 18:50:49+00,2
2813423,-14.76059,-72.961725,4704.18,2,0.861535,2007/07/28 18:50:51+00,2
2813424,-14.76059,-72.961733,4704.224,2,0,2007/07/28 18:50:53+00,2
2813425,-14.76059,-72.961733,4704.272,2,0,2007/07/28 18:50:55+00,2
2813426,-14.76059,-72.961733,4704.312,2,0,2007/07/28 18:50:57+00,2
2813427,-14.76059,-72.961733,4704.348,2,0.215408,2007/07/28 18:50:59+00,2
2813428,-14.76059,-72.961731,4704.387,2,0,2007/07/28 18:51:01+00,2
2813429,-14.76059,-72.961731,4704.396,2,0.107703,2007/07/28 18:51:03+00,2
2813430,-14.76059,-72.961732,4704.413,2,0.107704,2007/07/28 18:51:05+00,2
2813431,-14.76059,-72.961733,4704.426,2,1.15287,2007/07/28 18:51:07+00,2
2813432,-14.7606,-72.961736,4704.432,2,0.323013,2007/07/28 18:51:09+00,2
2813433,-14.7606,-72.961739,4704.43,2,1.18754,2007/07/28 18:51:11+00,2
2813434,-14.76061,-72.961743,4704.429,2,0.430817,2007/07/28 18:51:13+00,2
2813435,-14.76061,-72.961747,4704.437,2,1.187503,2007/07/28 18:51:15+00,2
2813436,-14.76062,-72.961751,4704.456,2,0.323113,2007/07/28 18:51:17+00,4
2813437,-14.76062,-72.961754,4704.482,2,1.15287,2007/07/28 18:51:19+00,4
2813438,-14.76063,-72.961757,4704.525,2,0.215409,2007/07/28 18:51:21+00,4
2813439,-14.76063,-72.961759,4704.582,2,1.152928,2007/07/28 18:51:23+00,4
2813440,-14.76064,-72.961756,4704.637,2,0.323013,2007/07/28 18:51:25+00,4
2813441,-14.76064,-72.961753,4704.662,2,0.107704,2007/07/28 18:51:27+00,4
2813442,-14.76064,-72.961752,4704.675,2,0,2007/07/28 18:51:29+00,4
