IDINDEX,LATITUDE,LONGITUDE,MASL,SECONDS,STEPLENGTH,DATETIME,TrailRank
2304456,-14.67483,-73.012752,4817.178,2,1.621339,2007/07/23 13:08:40+00,3
2304457,-14.67482,-73.012741,4817.423,2,1.544479,2007/07/23 13:08:42+00,3
2304458,-14.67481,-73.012731,4818.08,2,1.106642,2007/07/23 13:08:44+00,3
2304459,-14.6748,-73.012731,4818.523,2,0,2007/07/23 13:08:46+00,3
2304460,-14.6748,-73.012731,4818.541,2,0,2007/07/23 13:08:48+00,3
2304461,-14.6748,-73.012731,4818.538,2,0,2007/07/23 13:08:50+00,3
2304462,-14.6748,-73.012731,4818.508,2,1.339093,2007/07/23 13:08:52+00,3
2304463,-14.67479,-73.012724,4818.577,2,2.872752,2007/07/23 13:08:54+00,3
2304464,-14.67477,-73.012707,4818.299,2,2.277926,2007/07/23 13:08:56+00,3
2304465,-14.67475,-73.012702,4817.996,2,2.375117,2007/07/23 13:08:58+00,3
2304466,-14.67473,-73.012694,4818.016,2,1.111927,2007/07/23 13:09:00+00,3
2304467,-14.67472,-73.012695,4817.945,2,1.544408,2007/07/23 13:09:02+00,3
2304468,-14.67471,-73.012685,4817.804,2,2.740402,2007/07/23 13:09:04+00,3
2304469,-14.67469,-73.01267,4817.745,2,2.942546,2007/07/23 13:09:06+00,3
2304470,-14.67467,-73.012652,4817.989,2,2.416365,2007/07/23 13:09:08+00,3
2304471,-14.67465,-73.012643,4817.667,2,2.56316,2007/07/23 13:09:10+00,3
2304472,-14.67463,-73.012631,4817.115,2,1.1274,2007/07/23 13:09:12+00,3
2304473,-14.67462,-73.012629,4816.959,2,2.416365,2007/07/23 13:09:14+00,3
2304474,-14.6746,-73.01262,4816.49,2,2.416365,2007/07/23 13:09:16+00,3
2304475,-14.67458,-73.012611,4816.798,2,2.461512,2007/07/23 13:09:18+00,3
2304476,-14.67456,-73.012601,4816.541,2,1.78498,2007/07/23 13:09:20+00,3
2304477,-14.67455,-73.012588,4816.401,2,2.563109,2007/07/23 13:09:22+00,3
2304478,-14.67453,-73.012576,4816.312,2,2.375154,2007/07/23 13:09:24+00,3
2304479,-14.67451,-73.012568,4816.663,2,2.223741,2007/07/23 13:09:26+00,3
2304480,-14.67449,-73.012566,4817.127,2,1.230778,2007/07/23 13:09:28+00,3
2304481,-14.67448,-73.012561,4816.519,2,2.213285,2007/07/23 13:09:30+00,3
2304482,-14.67446,-73.012561,4816.283,2,2.254841,2007/07/23 13:09:32+00,3
2304483,-14.67444,-73.012557,4815.915,2,2.61912,2007/07/23 13:09:34+00,3
2304484,-14.67442,-73.012544,4815.408,2,2.338182,2007/07/23 13:09:36+00,3
2304485,-14.6744,-73.012537,4814.996,2,1.152907,2007/07/23 13:09:38+00,3
2304486,-14.67439,-73.012534,4814.868,2,1.127423,2007/07/23 13:09:40+00,3
2304487,-14.67438,-73.012536,4815.581,2,1.339175,2007/07/23 13:09:42+00,3
2304488,-14.67437,-73.012529,4815.66,2,2.375117,2007/07/23 13:09:44+00,3
2304489,-14.67435,-73.012521,4815.552,2,2.510607,2007/07/23 13:09:46+00,3
2304490,-14.67433,-73.01251,4815.53,2,2.416233,2007/07/23 13:09:48+00,3
2304491,-14.67431,-73.012501,4815.909,2,3.36339,2007/07/23 13:09:50+00,3
2304492,-14.67428,-73.012496,4815.831,2,2.338149,2007/07/23 13:09:52+00,3
2304493,-14.67426,-73.012489,4815.982,2,1.621407,2007/07/23 13:09:54+00,3
2304494,-14.67425,-73.012478,4817.067,2,2.236813,2007/07/23 13:09:56+00,3
2304495,-14.67423,-73.012481,4816.151,2,0.323113,2007/07/23 13:09:58+00,3
2304496,-14.67423,-73.012478,4815.902,2,1.187596,2007/07/23 13:10:00+00,3
2304497,-14.67422,-73.012474,4815.973,2,2.236792,2007/07/23 13:10:02+00,3
2304498,-14.6742,-73.012471,4816.057,2,2.740402,2007/07/23 13:10:04+00,3
2304499,-14.67418,-73.012456,4815.982,2,1.471269,2007/07/23 13:10:06+00,3
2304500,-14.67417,-73.012447,4816.526,2,3.326903,2007/07/23 13:10:08+00,3
2304501,-14.67414,-73.012445,4816.301,2,2.254939,2007/07/23 13:10:10+00,3
2304502,-14.67412,-73.012441,4816.583,2,1.152812,2007/07/23 13:10:12+00,3
2304503,-14.67411,-73.012438,4817.276,2,2.215953,2007/07/23 13:10:14+00,3
2304504,-14.67409,-73.012437,4817.536,2,1.187508,2007/07/23 13:10:16+00,3
2304505,-14.67408,-73.012441,4818.151,2,3.347787,2007/07/23 13:10:18+00,3
2304506,-14.67405,-73.012445,4818.162,2,2.254841,2007/07/23 13:10:20+00,3
2304507,-14.67403,-73.012441,4817.714,2,2.215948,2007/07/23 13:10:22+00,3
2304508,-14.67401,-73.01244,4817.511,2,3.458532,2007/07/23 13:10:24+00,3
2304509,-14.67398,-73.012431,4816.876,2,2.563246,2007/07/23 13:10:26+00,3
2304510,-14.67396,-73.012419,4815.988,2,2.254841,2007/07/23 13:10:28+00,3
2304511,-14.67394,-73.012415,4815.135,2,3.490301,2007/07/23 13:10:30+00,3
2304512,-14.67391,-73.012405,4814.976,2,1.230823,2007/07/23 13:10:32+00,3
2304513,-14.6739,-73.0124,4814.435,2,2.236727,2007/07/23 13:10:34+00,3
2304514,-14.67388,-73.012403,4814.333,2,2.254847,2007/07/23 13:10:36+00,3
2304515,-14.67386,-73.012407,4814.183,2,2.254841,2007/07/23 13:10:38+00,3
2304516,-14.67384,-73.012403,4815.206,2,3.562713,2007/07/23 13:10:40+00,3
2304517,-14.67381,-73.012391,4814.751,2,3.525076,2007/07/23 13:10:42+00,3
2304518,-14.67378,-73.01238,4814.039,2,3.429948,2007/07/23 13:10:44+00,3
2304519,-14.67375,-73.012372,4812.399,2,2.215953,2007/07/23 13:10:46+00,3
2304520,-14.67373,-73.012371,4812.154,2,1.152844,2007/07/23 13:10:48+00,3
2304521,-14.67372,-73.012374,4811.346,2,2.338277,2007/07/23 13:10:50+00,3
2304522,-14.6737,-73.012367,4811.811,2,3.321622,2007/07/23 13:10:52+00,3
2304523,-14.67367,-73.012366,4812.505,2,2.223754,2007/07/23 13:10:54+00,3
2304524,-14.67365,-73.012368,4812.44,2,2.375154,2007/07/23 13:10:56+00,3
2304525,-14.67363,-73.01236,4812.418,2,2.416324,2007/07/23 13:10:58+00,3
2304526,-14.67361,-73.012351,4812.636,2,1.28158,2007/07/23 13:11:00+00,3
2304527,-14.6736,-73.012345,4812.651,2,2.338277,2007/07/23 13:11:02+00,3
2304528,-14.67358,-73.012338,4812.783,2,1.339093,2007/07/23 13:11:04+00,3
2304529,-14.67357,-73.012331,4813.3,2,2.461602,2007/07/23 13:11:06+00,3
2304530,-14.67355,-73.012321,4812.808,2,3.088816,2007/07/23 13:11:08+00,3
2304531,-14.67353,-73.012301,4813.154,2,2.277901,2007/07/23 13:11:10+00,3
2304532,-14.67351,-73.012296,4812.657,2,2.277829,2007/07/23 13:11:12+00,3
2304533,-14.67349,-73.012291,4812.813,2,1.402671,2007/07/23 13:11:14+00,3
2304534,-14.67348,-73.012283,4811.795,2,1.152907,2007/07/23 13:11:16+00,3
2304535,-14.67347,-73.01228,4811.83,2,0,2007/07/23 13:11:18+00,3
2304536,-14.67347,-73.01228,4811.794,2,0,2007/07/23 13:11:20+00,3
2304537,-14.67347,-73.01228,4811.794,2,1.111915,2007/07/23 13:11:22+00,3
2304538,-14.67346,-73.012279,4811.787,2,3.404436,2007/07/23 13:11:24+00,3
2304539,-14.67343,-73.012272,4811.425,2,2.30572,2007/07/23 13:11:26+00,3
2304540,-14.67341,-73.012266,4810.938,2,3.335667,2007/07/23 13:11:28+00,3
2304541,-14.67338,-73.012263,4810.295,2,1.402609,2007/07/23 13:11:30+00,3
2304542,-14.67337,-73.012255,4809.804,2,2.236792,2007/07/23 13:11:32+00,3
2304543,-14.67335,-73.012252,4809.528,2,3.429948,2007/07/23 13:11:34+00,3
2304544,-14.67332,-73.012244,4809.862,2,2.338182,2007/07/23 13:11:36+00,3
2304545,-14.6733,-73.012237,4809.502,2,1.784901,2007/07/23 13:11:38+00,3
2304546,-14.67329,-73.012224,4810.312,2,2.223741,2007/07/23 13:11:40+00,3
2304547,-14.67327,-73.012222,4810.387,2,1.106643,2007/07/23 13:11:42+00,3
2304548,-14.67326,-73.012222,4810.6,2,3.347767,2007/07/23 13:11:44+00,3
2304549,-14.67323,-73.012218,4811.166,2,2.416324,2007/07/23 13:11:46+00,3
2304550,-14.67321,-73.012209,4812.198,2,1.23074,2007/07/23 13:11:48+00,3
2304551,-14.6732,-73.012214,4812.343,2,2.215953,2007/07/23 13:11:50+00,3
2304552,-14.67318,-73.012213,4812.514,2,2.236709,2007/07/23 13:11:52+00,3
2304553,-14.67316,-73.01221,4812.793,2,2.30572,2007/07/23 13:11:54+00,3
2304554,-14.67314,-73.012204,4812.817,2,1.152907,2007/07/23 13:11:56+00,3
2304555,-14.67313,-73.012201,4812.715,2,2.30572,2007/07/23 13:11:58+00,3
2304556,-14.67311,-73.012195,4812.806,2,2.213285,2007/07/23 13:12:00+00,3
2304557,-14.67309,-73.012195,4812.739,2,2.223741,2007/07/23 13:12:02+00,3
2304558,-14.67307,-73.012193,4811.869,2,2.254821,2007/07/23 13:12:04+00,3
2304559,-14.67305,-73.012189,4810.936,2,2.254841,2007/07/23 13:12:06+00,3
2304560,-14.67303,-73.012185,4810.004,2,2.213285,2007/07/23 13:12:08+00,3
2304561,-14.67301,-73.012185,4809.271,2,1.106643,2007/07/23 13:12:10+00,3
2304562,-14.673,-73.012185,4809.319,2,2.213285,2007/07/23 13:12:12+00,3
2304563,-14.67298,-73.012185,4809.58,2,1.106643,2007/07/23 13:12:14+00,3
2304564,-14.67297,-73.012185,4809.582,2,2.254866,2007/07/23 13:12:16+00,3
2304565,-14.67295,-73.012189,4810.871,2,1.12742,2007/07/23 13:12:18+00,3
2304566,-14.67294,-73.012187,4811.019,2,1.152812,2007/07/23 13:12:20+00,3
2304567,-14.67293,-73.012184,4811.094,2,2.223741,2007/07/23 13:12:22+00,3
2304568,-14.67291,-73.012182,4811.413,2,2.375247,2007/07/23 13:12:24+00,3
2304569,-14.67289,-73.012174,4810.993,2,1.471202,2007/07/23 13:12:26+00,3
2304570,-14.67288,-73.012165,4810.891,2,2.277935,2007/07/23 13:12:28+00,3
2304571,-14.67286,-73.01217,4810.948,2,2.21586,2007/07/23 13:12:30+00,3
2304572,-14.67284,-73.012171,4810.836,2,2.254841,2007/07/23 13:12:32+00,3
2304573,-14.67282,-73.012167,4810.7,2,3.319927,2007/07/23 13:12:34+00,3
2304574,-14.67279,-73.012167,4810.95,2,2.215853,2007/07/23 13:12:36+00,3
2304575,-14.67277,-73.012166,4810.969,2,1.230831,2007/07/23 13:12:38+00,3
2304576,-14.67276,-73.012171,4810.936,2,2.223754,2007/07/23 13:12:40+00,3
2304577,-14.67274,-73.012173,4810.718,2,1.106643,2007/07/23 13:12:42+00,3
2304578,-14.67273,-73.012173,4810.284,2,2.375117,2007/07/23 13:12:44+00,3
2304579,-14.67271,-73.012165,4810.772,2,2.254841,2007/07/23 13:12:46+00,3
2304580,-14.67269,-73.012161,4810.867,2,1.471343,2007/07/23 13:12:48+00,3
2304581,-14.67268,-73.012152,4811.49,2,2.30572,2007/07/23 13:12:50+00,3
2304582,-14.67266,-73.012146,4812.283,2,3.347767,2007/07/23 13:12:52+00,3
2304583,-14.67263,-73.012142,4812.551,2,2.223754,2007/07/23 13:12:54+00,3
2304584,-14.67261,-73.012144,4812.376,2,2.236694,2007/07/23 13:12:56+00,3
2304585,-14.67259,-73.012141,4811.825,2,1.621407,2007/07/23 13:12:58+00,3
2304586,-14.67258,-73.01213,4811.786,2,2.236808,2007/07/23 13:13:00+00,3
2304587,-14.67256,-73.012127,4812.951,2,1.1274,2007/07/23 13:13:02+00,3
2304588,-14.67255,-73.012125,4812.829,2,2.416274,2007/07/23 13:13:04+00,3
2304589,-14.67253,-73.012116,4813.025,2,3.326911,2007/07/23 13:13:06+00,3
2304590,-14.6725,-73.012114,4812.13,2,2.30572,2007/07/23 13:13:08+00,3
2304591,-14.67248,-73.012108,4811.537,2,3.335681,2007/07/23 13:13:10+00,3
2304592,-14.67245,-73.012111,4810.887,2,2.21586,2007/07/23 13:13:12+00,3
2304593,-14.67243,-73.012112,4810.146,2,3.347767,2007/07/23 13:13:14+00,3
2304594,-14.6724,-73.012108,4810.071,2,1.402671,2007/07/23 13:13:16+00,3
2304595,-14.67239,-73.0121,4811.175,2,2.254821,2007/07/23 13:13:18+00,3
2304596,-14.67237,-73.012096,4811.101,2,2.740462,2007/07/23 13:13:20+00,3
2304597,-14.67235,-73.012081,4811.604,2,2.416365,2007/07/23 13:13:22+00,3
2304598,-14.67233,-73.012072,4812.062,2,2.510559,2007/07/23 13:13:24+00,3
2304599,-14.67231,-73.012061,4811.271,2,3.404436,2007/07/23 13:13:26+00,3
2304600,-14.67228,-73.012054,4810.54,2,2.375247,2007/07/23 13:13:28+00,3
2304601,-14.67226,-73.012046,4809.782,2,2.375117,2007/07/23 13:13:30+00,3
2304602,-14.67224,-73.012038,4808.985,2,2.375154,2007/07/23 13:13:32+00,3
2304603,-14.67222,-73.01203,4808.448,2,2.510559,2007/07/23 13:13:34+00,3
2304604,-14.6722,-73.012019,4808.418,2,2.338182,2007/07/23 13:13:36+00,3
2304605,-14.67218,-73.012012,4808.422,2,2.67835,2007/07/23 13:13:38+00,3
2304606,-14.67216,-73.011998,4808.066,2,1.471269,2007/07/23 13:13:40+00,3
2304607,-14.67215,-73.011989,4807.003,2,2.416365,2007/07/23 13:13:42+00,3
2304608,-14.67213,-73.01198,4806.29,2,2.338244,2007/07/23 13:13:44+00,3
2304609,-14.67211,-73.011973,4805.796,2,3.458532,2007/07/23 13:13:46+00,3
2304610,-14.67208,-73.011964,4805.265,2,2.375247,2007/07/23 13:13:48+00,3
2304611,-14.67206,-73.011956,4804.893,2,2.236709,2007/07/23 13:13:50+00,3
2304612,-14.67204,-73.011953,4804.695,2,2.375117,2007/07/23 13:13:52+00,3
2304613,-14.67202,-73.011945,4805.049,2,2.213285,2007/07/23 13:13:54+00,3
2304614,-14.672,-73.011945,4804.663,2,2.223754,2007/07/23 13:13:56+00,3
2304615,-14.67198,-73.011947,4804.356,2,2.236813,2007/07/23 13:13:58+00,3
2304616,-14.67196,-73.01195,4804.396,2,2.236694,2007/07/23 13:14:00+00,3
2304617,-14.67194,-73.011947,4804.508,2,2.223741,2007/07/23 13:14:02+00,3
2304618,-14.67192,-73.011945,4805.276,2,2.338277,2007/07/23 13:14:04+00,3
2304619,-14.6719,-73.011938,4805.709,2,2.305758,2007/07/23 13:14:06+00,3
2304620,-14.67188,-73.011944,4806.054,2,2.223654,2007/07/23 13:14:08+00,3
2304621,-14.67186,-73.011946,4805.674,2,2.619247,2007/07/23 13:14:10+00,3
2304622,-14.67184,-73.011959,4805.199,2,2.254767,2007/07/23 13:14:12+00,3
2304623,-14.67182,-73.011963,4804.445,2,3.363399,2007/07/23 13:14:14+00,3
2304624,-14.67179,-73.011968,4803.637,2,3.32163,2007/07/23 13:14:16+00,3
2304625,-14.67176,-73.011969,4803.452,2,2.236714,2007/07/23 13:14:18+00,3
2304626,-14.67174,-73.011972,4803.566,2,3.404567,2007/07/23 13:14:20+00,3
2304627,-14.67171,-73.011979,4803.632,2,2.461481,2007/07/23 13:14:22+00,3
2304628,-14.67169,-73.011989,4803.801,2,2.872761,2007/07/23 13:14:24+00,3
2304629,-14.67167,-73.012006,4803.263,2,1.339102,2007/07/23 13:14:26+00,3
2304630,-14.67166,-73.012013,4803.671,2,1.339241,2007/07/23 13:14:28+00,3
2304631,-14.67165,-73.01202,4803.469,2,2.619162,2007/07/23 13:14:30+00,3
2304632,-14.67163,-73.012033,4803.723,2,2.416327,2007/07/23 13:14:32+00,3
2304633,-14.67161,-73.012042,4803.886,2,1.54442,2007/07/23 13:14:34+00,3
2304634,-14.6716,-73.012052,4804.451,2,3.40447,2007/07/23 13:14:36+00,3
2304635,-14.67157,-73.012059,4804.412,2,1.54442,2007/07/23 13:14:38+00,3
2304636,-14.67156,-73.012069,4804.46,2,2.510581,2007/07/23 13:14:40+00,3
2304637,-14.67154,-73.01208,4805.272,2,2.510535,2007/07/23 13:14:42+00,3
2304638,-14.67152,-73.012091,4805.984,2,2.21586,2007/07/23 13:14:44+00,3
2304639,-14.6715,-73.012092,4806.948,2,2.254847,2007/07/23 13:14:46+00,3
2304640,-14.67148,-73.012096,4807.616,2,2.305758,2007/07/23 13:14:48+00,3
2304641,-14.67146,-73.012102,4807.966,2,1.471344,2007/07/23 13:14:50+00,3
2304642,-14.67145,-73.012111,4808.05,2,2.277837,2007/07/23 13:14:52+00,3
2304643,-14.67143,-73.012116,4808.376,2,1.701767,2007/07/23 13:14:54+00,3
2304644,-14.67142,-73.012128,4808.569,2,2.338224,2007/07/23 13:14:56+00,3
2304645,-14.6714,-73.012135,4808.745,2,2.305758,2007/07/23 13:14:58+00,3
2304646,-14.67138,-73.012141,4808.597,2,1.784932,2007/07/23 13:15:00+00,3
2304647,-14.67137,-73.012154,4808.697,2,1.339102,2007/07/23 13:15:02+00,3
2304648,-14.67136,-73.012161,4808.416,2,2.416327,2007/07/23 13:15:04+00,3
2304649,-14.67134,-73.01217,4808.111,2,1.339241,2007/07/23 13:15:06+00,3
2304650,-14.67133,-73.012177,4808.267,2,2.305661,2007/07/23 13:15:08+00,3
2304651,-14.67131,-73.012183,4808.865,2,2.213285,2007/07/23 13:15:10+00,3
2304652,-14.67129,-73.012183,4808.73,2,2.223754,2007/07/23 13:15:12+00,3
2304653,-14.67127,-73.012185,4809.192,2,1.187601,2007/07/23 13:15:14+00,3
2304654,-14.67126,-73.012189,4809.324,2,2.27786,2007/07/23 13:15:16+00,3
2304655,-14.67124,-73.012194,4809.198,2,1.402681,2007/07/23 13:15:18+00,3
2304656,-14.67123,-73.012202,4809.349,2,2.27786,2007/07/23 13:15:20+00,3
2304657,-14.67121,-73.012207,4810.117,2,2.215955,2007/07/23 13:15:22+00,3
2304658,-14.67119,-73.012208,4810.744,2,1.23074,2007/07/23 13:15:24+00,3
2304659,-14.67118,-73.012213,4810.602,2,3.321722,2007/07/23 13:15:26+00,3
2304660,-14.67115,-73.012212,4810.566,2,3.335581,2007/07/23 13:15:28+00,3
2304661,-14.67112,-73.012215,4809.635,2,2.27786,2007/07/23 13:15:30+00,3
2304662,-14.6711,-73.01222,4808.404,2,2.254841,2007/07/23 13:15:32+00,3
2304663,-14.67108,-73.012216,4807.859,2,2.619174,2007/07/23 13:15:34+00,3
2304664,-14.67106,-73.012203,4807.754,2,1.111915,2007/07/23 13:15:36+00,3
2304665,-14.67105,-73.012202,4807.675,2,2.375154,2007/07/23 13:15:38+00,3
2304666,-14.67103,-73.012194,4807.657,2,1.29275,2007/07/23 13:15:40+00,3
2304667,-14.67103,-73.012182,4807.901,2,1.187558,2007/07/23 13:15:42+00,3
2304668,-14.67102,-73.012178,4807.911,2,0.107704,2007/07/23 13:15:44+00,3
2304669,-14.67102,-73.012179,4807.833,2,2.277829,2007/07/23 13:15:46+00,3
2304670,-14.671,-73.012174,4807.476,2,2.619174,2007/07/23 13:15:48+00,3
2304671,-14.67098,-73.012161,4808.04,2,2.510607,2007/07/23 13:15:50+00,3
2304672,-14.67096,-73.01215,4807.614,2,3.458628,2007/07/23 13:15:52+00,3
2304673,-14.67093,-73.012141,4806.963,2,2.338149,2007/07/23 13:15:54+00,3
2304674,-14.67091,-73.012134,4806.254,2,2.461646,2007/07/23 13:15:56+00,3
2304675,-14.67089,-73.012124,4805.473,2,2.254821,2007/07/23 13:15:58+00,3
2304676,-14.67087,-73.01212,4805.237,2,2.510519,2007/07/23 13:16:00+00,3
2304677,-14.67085,-73.012109,4804.496,2,1.471277,2007/07/23 13:16:02+00,3
2304678,-14.67084,-73.0121,4804.013,2,2.213285,2007/07/23 13:16:04+00,3
2304679,-14.67082,-73.0121,4804.687,2,3.363374,2007/07/23 13:16:06+00,3
2304680,-14.67079,-73.012095,4803.853,2,2.21586,2007/07/23 13:16:08+00,3
2304681,-14.67077,-73.012096,4802.555,2,1.958631,2007/07/23 13:16:10+00,3
2304682,-14.67076,-73.012081,4801.9,2,2.277926,2007/07/23 13:16:12+00,3
2304683,-14.67074,-73.012076,4801.556,2,4.61144,2007/07/23 13:16:14+00,3
2304684,-14.6707,-73.012064,4801.365,2,2.338277,2007/07/23 13:16:16+00,3
2304685,-14.67068,-73.012057,4800.684,2,2.223741,2007/07/23 13:16:18+00,3
2304686,-14.67066,-73.012055,4800.72,2,1.152812,2007/07/23 13:16:20+00,3
2304687,-14.67065,-73.012052,4800.445,2,2.21586,2007/07/23 13:16:22+00,3
2304688,-14.67063,-73.012053,4799.771,2,3.321722,2007/07/23 13:16:24+00,3
2304689,-14.6706,-73.012052,4799.704,2,1.339175,2007/07/23 13:16:26+00,3
2304690,-14.67059,-73.012045,4800.055,2,2.305749,2007/07/23 13:16:28+00,3
2304691,-14.67057,-73.012039,4800.114,2,1.152812,2007/07/23 13:16:30+00,3
2304692,-14.67056,-73.012036,4800.062,2,0,2007/07/23 13:16:32+00,3
2304693,-14.67056,-73.012036,4800.03,2,1.1274,2007/07/23 13:16:34+00,3
2304694,-14.67055,-73.012034,4799.988,2,1.187596,2007/07/23 13:16:36+00,3
2304695,-14.67054,-73.01203,4799.871,2,2.375247,2007/07/23 13:16:38+00,3
2304696,-14.67052,-73.012022,4799.865,2,2.277804,2007/07/23 13:16:40+00,3
2304697,-14.6705,-73.012017,4799.544,2,1.339232,2007/07/23 13:16:42+00,3
2304698,-14.67049,-73.01201,4798.968,2,2.254866,2007/07/23 13:16:44+00,3
2304699,-14.67047,-73.012014,4799.772,2,0.53862,2007/07/23 13:16:46+00,3
2304700,-14.67047,-73.012019,4799.788,2,1.12742,2007/07/23 13:16:48+00,3
2304701,-14.67046,-73.012017,4799.689,2,0,2007/07/23 13:16:50+00,3
2304702,-14.67046,-73.012017,4799.699,2,0.215408,2007/07/23 13:16:52+00,3
2304703,-14.67046,-73.012015,4799.678,2,2.461512,2007/07/23 13:16:54+00,3
2304704,-14.67044,-73.012005,4799.605,2,2.805359,2007/07/23 13:16:56+00,3
2304705,-14.67042,-73.011989,4799.645,2,2.942612,2007/07/23 13:16:58+00,3
2304706,-14.6704,-73.011971,4800.301,2,2.872752,2007/07/23 13:17:00+00,3
2304707,-14.67038,-73.011954,4800.8,2,1.111925,2007/07/23 13:17:02+00,3
2304708,-14.67037,-73.011953,4801.4,2,2.254821,2007/07/23 13:17:04+00,3
2304709,-14.67035,-73.011949,4801.888,2,1.230733,2007/07/23 13:17:06+00,3
2304710,-14.67034,-73.011944,4801.604,2,2.338244,2007/07/23 13:17:08+00,3
2304711,-14.67032,-73.011937,4802.106,2,2.213285,2007/07/23 13:17:10+00,3
2304712,-14.6703,-73.011937,4802.178,2,2.416365,2007/07/23 13:17:12+00,3
2304713,-14.67028,-73.011928,4802.152,2,2.805281,2007/07/23 13:17:14+00,3
2304714,-14.67026,-73.011912,4802.722,2,1.15294,2007/07/23 13:17:16+00,3
2304715,-14.67025,-73.011915,4802.703,2,0.215407,2007/07/23 13:17:18+00,3
2304716,-14.67025,-73.011917,4802.848,2,2.277926,2007/07/23 13:17:20+00,3
2304717,-14.67023,-73.011912,4802.917,2,1.621407,2007/07/23 13:17:22+00,3
2304718,-14.67022,-73.011901,4802.455,2,2.277829,2007/07/23 13:17:24+00,3
2304719,-14.6702,-73.011896,4802.383,2,3.347866,2007/07/23 13:17:26+00,3
2304720,-14.67017,-73.011892,4801.697,2,1.127325,2007/07/23 13:17:28+00,3
2304721,-14.67016,-73.011894,4801.019,2,2.510559,2007/07/23 13:17:30+00,3
2304722,-14.67014,-73.011883,4801.08,2,2.338277,2007/07/23 13:17:32+00,3
2304723,-14.67012,-73.011876,4800.869,2,1.339175,2007/07/23 13:17:34+00,3
2304724,-14.67011,-73.011869,4800.644,2,1.471269,2007/07/23 13:17:36+00,3
2304725,-14.6701,-73.01186,4800.433,2,1.187558,2007/07/23 13:17:38+00,3
2304726,-14.67009,-73.011856,4800.184,2,2.236792,2007/07/23 13:17:40+00,3
2304727,-14.67007,-73.011853,4800.059,2,1.28158,2007/07/23 13:17:42+00,3
2304728,-14.67006,-73.011847,4800.266,2,1.471343,2007/07/23 13:17:44+00,3
2304729,-14.67005,-73.011838,4800.237,2,2.56316,2007/07/23 13:17:46+00,3
2304730,-14.67003,-73.011826,4799.95,2,3.16492,2007/07/23 13:17:48+00,3
2304731,-14.67001,-73.011805,4800.09,2,1.471343,2007/07/23 13:17:50+00,3
2304732,-14.67,-73.011796,4799.614,2,1.230733,2007/07/23 13:17:52+00,3
2304733,-14.66999,-73.011791,4799.549,2,2.215959,2007/07/23 13:17:54+00,3
2304734,-14.66997,-73.011792,4799.794,2,2.872752,2007/07/23 13:17:56+00,3
2304735,-14.66995,-73.011775,4800.19,2,2.805281,2007/07/23 13:17:58+00,3
2304736,-14.66993,-73.011759,4800.906,2,2.236808,2007/07/23 13:18:00+00,3
2304737,-14.66991,-73.011756,4801.603,2,2.461512,2007/07/23 13:18:02+00,3
2304738,-14.66989,-73.011746,4801.885,2,2.236792,2007/07/23 13:18:04+00,3
2304739,-14.66987,-73.011743,4800.822,2,2.254841,2007/07/23 13:18:06+00,3
2304740,-14.66985,-73.011739,4799.955,2,3.917124,2007/07/23 13:18:08+00,3
2304741,-14.66983,-73.011709,4800.04,2,2.236813,2007/07/23 13:18:10+00,3
2304742,-14.66981,-73.011712,4799.455,2,1.106642,2007/07/23 13:18:12+00,3
2304743,-14.6698,-73.011712,4798.802,2,1.471269,2007/07/23 13:18:14+00,3
2304744,-14.66979,-73.011703,4799.018,2,1.402687,2007/07/23 13:18:16+00,3
2304745,-14.66978,-73.011695,4798.916,2,1.28158,2007/07/23 13:18:18+00,3
2304746,-14.66977,-73.011689,4798.772,2,1.339175,2007/07/23 13:18:20+00,3
2304747,-14.66976,-73.011682,4798.724,2,2.223751,2007/07/23 13:18:22+00,3
2304748,-14.66974,-73.01168,4798.709,2,1.187558,2007/07/23 13:18:24+00,3
2304749,-14.66973,-73.011676,4798.712,2,1.111827,2007/07/23 13:18:26+00,3
2304750,-14.66972,-73.011677,4798.676,2,1.111827,2007/07/23 13:18:28+00,3
2304751,-14.66971,-73.011678,4798.669,2,1.111927,2007/07/23 13:18:30+00,3
2304752,-14.6697,-73.011679,4798.607,2,0.215508,2007/07/23 13:18:32+00,3
2304753,-14.6697,-73.011681,4798.521,2,1.111827,2007/07/23 13:18:34+00,3
2304754,-14.66969,-73.011682,4798.415,2,0.107704,2007/07/23 13:18:36+00,3
2304755,-14.66969,-73.011683,4798.311,2,0,2007/07/23 13:18:38+00,3
2304756,-14.66969,-73.011683,4798.229,2,1.111827,2007/07/23 13:18:40+00,3
2304757,-14.66968,-73.011684,4798.201,2,1.111927,2007/07/23 13:18:42+00,3
2304758,-14.66967,-73.011685,4798.189,2,1.127423,2007/07/23 13:18:44+00,3
2304759,-14.66966,-73.011687,4798.146,2,0.107703,2007/07/23 13:18:46+00,3
2304760,-14.66966,-73.011688,4798.206,2,1.111927,2007/07/23 13:18:48+00,3
2304761,-14.66965,-73.011689,4798.26,2,0,2007/07/23 13:18:50+00,3
2304762,-14.66965,-73.011689,4798.278,2,1.111827,2007/07/23 13:18:52+00,3
2304763,-14.66964,-73.01169,4798.292,2,0,2007/07/23 13:18:54+00,3
2304764,-14.66964,-73.01169,4798.311,2,1.106642,2007/07/23 13:18:56+00,3
2304765,-14.66963,-73.01169,4798.328,2,1.111827,2007/07/23 13:18:58+00,3
